0000000103,0000006800,077449,072581,079636,066151,074966,087707,034721,090862,026727,026514,090883,034566,033816,042744,-33230,079541,059003,061339,042671,092213,036061,042671,092213,036061,034566,090883,026514,076414,091272,043140,063716,066335,092816
0000000104,0000006867,077371,072665,079566,066229,074882,087778,033822,090820,027590,027375,090841,033664,034838,042725,-34082,079560,057981,062191,041885,092174,036811,041885,092174,036811,033664,090841,027375,075673,091691,043250,064362,065975,092724
0000000105,0000006933,077289,072749,079497,066311,074798,087846,032931,090751,028464,028248,090771,032771,035861,042703,-34912,079581,056957,063020,041106,092112,037572,041106,092112,037572,032771,090771,028248,074925,092097,043373,065012,065625,092619
0000000106,0000007000,077204,072833,079432,066397,074714,087912,032049,090656,029350,029133,090677,031888,036885,042679,-35717,079606,055934,063826,040335,092028,038343,040335,092028,038343,031888,090677,029133,074170,092491,043509,065668,065285,092502
0000000107,0000007067,077114,072918,079368,066487,074629,087975,031178,090538,030247,030029,090559,031014,037909,042653,-36499,079632,054910,064607,039573,091924,039124,039573,091924,039124,031014,090559,030029,073407,092873,043659,066329,064955,092373
0000000108,0000007133,077019,073005,079308,066581,074542,088036,030317,090396,031155,030936,090418,030150,038934,042623,-37256,079661,053885,065364,038820,091800,039914,038820,091800,039914,030150,090418,030936,072638,093244,043821,066996,064633,092232
0000000109,0000007200,076919,073094,079249,066682,074453,088094,029467,090231,032072,031852,090254,029297,039959,042592,-37988,079693,052860,066096,038075,091657,040712,038075,091657,040712,029297,090254,031852,071860,093605,043997,067669,064319,092079
0000000110,0000007267,076812,073187,079192,066788,074360,088151,028629,090045,032999,032778,090068,028456,040985,042557,-38694,079727,051833,066803,037341,091495,041518,037341,091495,041518,028456,090068,032778,071074,093957,044184,068348,064012,091915
0000000111,0000007333,076700,073283,079138,066901,074264,088206,027803,089839,033934,033712,089862,027628,042013,042520,-39375,079765,050806,067484,036618,091316,042332,036618,091316,042332,027628,089862,033712,070280,094300,044383,069034,063713,091740
0000000112,0000007400,076580,073383,079085,067020,074164,088259,026991,089612,034876,034653,089636,026812,043042,042480,-40031,079805,049777,068139,035906,091119,043152,035906,091119,043152,026812,089636,034653,069477,094634,044593,069726,063419,091555
0000000113,0000007467,076454,073489,079033,067146,074058,088310,026194,089365,035827,035602,089391,026012,044073,042437,-40660,079847,048746,068769,035207,090905,043978,035207,090905,043978,026012,089391,035602,068667,094961,044814,070424,063132,091359
0000000114,0000007533,076321,073599,078983,067279,073948,088360,025412,089099,036783,036558,089126,025227,045106,042392,-41265,079893,047712,069373,034521,090675,044810,034521,090675,044810,025227,089126,036558,067849,095281,045046,071128,062850,091153
0000000115,0000007600,076181,073715,078935,067419,073832,088409,024647,088815,037746,037520,088843,024458,046142,042343,-41844,079941,046677,069952,033850,090429,045648,033850,090429,045648,024458,088843,037520,067024,095593,045289,071838,062573,090937
0000000116,0000007667,076034,073836,078887,067566,073711,088456,023900,088512,038715,038487,088541,023708,047181,042292,-42397,079992,045638,070506,033195,090167,046490,033195,090167,046490,023708,088541,038487,066192,095899,045541,072553,062302,090712
0000000117,0000007733,075881,073963,078840,067719,073584,088503,023172,088190,039689,039460,088221,022977,048223,042238,-42926,080047,044596,071035,032557,089889,047336,032557,089889,047336,022977,088221,039460,065354,096199,045803,073272,062035,090478
0000000118,0000007800,075721,074095,078795,067879,073452,088549,022463,087848,040666,040436,087880,022265,049268,042181,-43431,080103,043551,071539,031935,089592,048186,031935,089592,048186,022265,087880,040436,064511,096491,046075,073995,061774,090235
0000000119,0000007867,075556,074232,078750,068045,073315,088593,021776,087485,041647,041417,087519,021573,050315,042122,-43910,080163,042503,072019,031332,089278,049039,031332,089278,049039,021573,087519,041417,063664,096776,046356,074720,061519,089983
0000000120,0000007933,075385,074373,078707,068215,073174,088637,021111,087104,042632,042401,087139,020905,051366,042059,-44366,080225,041453,072474,030749,088948,049896,030749,088948,049896,020905,087139,042401,062815,097053,046647,075448,061271,089722
0000000121,0000008000,075210,074518,078664,068391,073029,088679,020469,086704,043621,043388,086741,020261,052418,041994,-44797,080290,040401,072906,030187,088602,050756,030187,088602,050756,020261,086741,043388,061963,097322,046947,076177,061028,089453
0000000122,0000008067,075030,074667,078623,068570,072880,088720,019853,086286,044613,044380,086323,019642,053472,041927,-45205,080358,039346,073314,029648,088239,051618,029648,088239,051618,019642,086323,044380,061112,097582,047255,076905,060793,089176
0000000123,0000008133,074847,074818,078583,068754,072729,088760,019263,085848,045608,045374,085887,019049,054528,041857,-45590,080428,038291,073698,029131,087858,052484,029131,087858,052484,019049,085887,045374,060262,097833,047573,077632,060566,088890
0000000124,0000008200,074661,074971,078544,068939,072576,088799,018700,085390,046605,046370,085430,018482,055584,041785,-45951,080500,037235,074059,028638,087461,053351,028638,087461,053351,018482,085430,046370,059414,098073,047901,078356,060347,088597
0000000125,0000008267,074473,075126,078507,069127,072421,088836,018163,084912,047605,047369,084954,017943,056640,041710,-46289,080574,036179,074397,028168,087046,054221,028168,087046,054221,017943,084954,047369,058570,098303,048237,079077,060138,088294
0000000126,0000008333,074284,075282,078472,069317,072265,088871,017655,084415,048607,048371,084458,017432,057694,041634,-46604,080651,035124,074712,027724,086613,055093,027724,086613,055093,017432,084458,048371,057732,098521,048583,079794,059939,087984
0000000127,0000008400,074093,075437,078440,069507,072110,088904,017174,083897,049610,049374,083941,016949,058747,041555,-46896,080730,034072,075004,027304,086163,055966,027304,086163,055966,016949,083941,049374,056900,098726,048939,080504,059750,087665
